frame,aX,aY,aZ,gX,gY,gZ,label
493,0.98295,0.12165,-0.21276,44.19462,0.41864,-10.59701,Walking
494,0.97075,0.05061,-0.16613,44.13358,0.60175,-10.04769,Walking
494,0.94926,-0.07293,-0.02258,50.96952,-1.90069,-8.64388,Walking
494,0.94926,-0.08147,0.01893,56.27958,-5.01348,-7.11801,Walking
494,0.9788,-0.06462,0.0055,60.97929,-9.16388,-7.48422,Walking
494,1.01078,-0.05681,-0.00329,63.35966,-12.1546,-8.82699,Walking
495,1.04887,-0.04949,-0.03039,71.05009,-17.22052,-14.07601,Walking
495,1.08769,-0.03557,-0.03015,76.17705,-18.68536,-17.98226,Walking
495,1.12626,-0.03923,-0.02087,82.5247,-18.38018,-23.90267,Walking
495,1.10405,-0.02556,-0.04626,88.0789,-15.87774,-29.02963,Walking
496,1.0789,-0.01165,-0.11511,95.40312,-8.49249,-37.57455,Walking
496,1.03349,-0.0009,-0.16809,99.67558,-3.18243,-40.6263,Walking
496,0.99492,0.00715,-0.18689,102.72734,2.18866,-41.96908,Walking
496,0.9456,0.03694,-0.19543,106.08427,6.15595,-41.84701,Walking
497,0.8704,0.11091,-0.13586,104.7415,7.62079,-36.78109,Walking
497,0.88847,0.17781,-0.11315,78.61845,-1.83966,-29.94515,Walking
497,0.90458,0.18831,-0.10778,70.13457,-7.27179,-28.1141,Walking
497,1.00541,0.22493,-0.13855,52.06815,-16.6712,-25.24545,Walking
498,1.04936,0.22053,-0.10803,48.58915,-11.05597,-28.35824,Walking
498,0.98344,0.16145,-0.13171,33.5745,-1.41241,-28.96859,Walking
498,0.93217,0.07429,-0.12439,25.94511,5.66767,-23.7806,Walking
498,0.92118,0.05574,-0.12439,27.40995,4.56904,-21.88851,Walking
499,0.87358,0.06208,-0.11486,35.58866,0.84589,-22.31576,Walking
499,0.89946,0.06648,-0.11438,40.53251,-1.65655,-23.84164,Walking
499,0.91899,0.09895,-0.08728,49.80985,-3.12139,-28.05306,Walking
499,0.93559,0.14241,-0.09753,53.65507,-3.73175,-28.17513,Walking
500,0.96391,0.16926,-0.10656,53.77714,-1.0462,-27.80892,Walking
500,0.95756,0.17024,-0.13659,48.71122,-3.3045,-27.19857,Walking
500,0.9832,0.1717,-0.18737,45.04911,-6.35626,-25.36752,Walking
500,1.00151,0.13508,-0.15344,41.57011,-9.22491,-18.65365,Walking
501,1.01591,0.11775,-0.09387,44.19462,-5.99005,-16.27328,Walking
501,0.98002,0.14216,-0.06872,44.62186,-6.6004,-16.02914,Walking
501,0.9666,0.17146,-0.08947,43.40116,-11.48321,-16.63949,Walking
501,0.95781,0.21345,-0.15979,40.95975,-22.4085,-16.45638,Walking
502,1.0081,0.17561,-0.2069,35.77177,-27.29132,-18.89779,Walking
502,1.0496,0.15559,-0.19763,44.25565,-20.27227,-22.01058,Walking
502,1.03959,0.14924,-0.20788,56.70683,-6.66143,-25.8558,Walking
502,0.99125,0.15706,-0.18786,59.81962,4.26386,-25.24545,Walking
503,0.92363,0.1468,-0.11999,56.52372,7.8039,-22.92611,Walking
503,0.91508,0.13484,-0.08874,52.31229,5.36249,-24.87924,Walking
503,0.93559,0.14387,-0.1156,48.40604,0.66279,-29.1517,Walking
503,0.96074,0.19368,-0.15637,48.10087,-3.91485,-29.94515,Walking
504,0.97221,0.25984,-0.17785,46.63602,-5.31866,-29.76205,Walking
504,0.96415,0.27961,-0.18298,43.52323,-1.71759,-28.2972,Walking
504,0.92436,0.28181,-0.14465,35.10038,3.65351,-23.65853,Walking
504,0.87407,0.27424,-0.15612,25.88407,2.2497,-18.2264,Walking
505,0.84843,0.18831,-0.18518,12.94462,-6.17315,-9.31527,Walking
505,0.9207,0.15998,-0.18493,9.09941,-16.06085,-2.6014,Walking
505,0.94609,0.15144,-0.14636,13.79911,-16.85431,-3.639,Walking
505,0.98198,0.17366,-0.15368,17.70536,-14.47393,-9.0101,Walking
506,0.97783,0.17439,-0.16735,21.67265,-12.03253,-14.7474,Walking
506,0.99296,0.20686,-0.22888,29.48515,-14.47393,-13.5267,Walking
506,1.00248,0.1866,-0.23181,24.96855,-7.638,-10.47494,Walking
506,1.00493,0.17756,-0.21447,20.51298,-1.83966,-3.33383,Walking
507,0.96782,0.17195,-0.18444,17.21708,-2.38897,2.34244,Walking
507,0.95561,0.16316,-0.16003,10.44218,-5.25763,2.46451,Walking
507,0.9412,0.18415,-0.19006,13.86015,-10.26251,1.97623,Walking
507,0.95951,0.20759,-0.20202,21.30644,-12.45977,2.70865,Walking
508,0.96464,0.25715,-0.24792,25.82304,-12.76495,3.50211,Walking
508,0.94804,0.26643,-0.18689,16.85087,-9.95733,-0.3431,Walking
508,0.90678,0.21248,-0.12292,7.39042,-7.638,-4.06625,Walking
508,0.89042,0.13606,-0.10559,5.4373,-9.8963,-6.87386,Walking
509,0.88774,0.1175,-0.08923,13.2498,-12.76495,-5.83627,Walking
509,0.88237,0.15168,-0.11047,13.2498,-16.36602,-3.08968,Walking
509,0.89921,0.14021,-0.14856,10.137,-18.50225,-1.01449,Walking
509,0.92045,0.14241,-0.19567,14.89775,-21.06573,-0.22103,Walking
836,-1.18746,-0.06609,1.1825,271.85574,-93.02618,6.18766,Sitting
836,-0.76119,-0.08074,1.22107,149.23613,-226.26591,-35.74349,Sitting
837,-0.61739,-0.35369,1.57776,51.4578,-379.64728,-43.9222,Sitting
837,-0.02437,-0.31145,1.35389,76.60429,-521.43195,-66.26107,Sitting
838,-0.38521,-0.17864,1.04944,210.88164,-484.0174,-108.86361,Sitting
838,-0.96187,-0.12175,1.21351,269.47537,-562.20343,-156.83723,Sitting
839,-1.07247,-0.10344,1.14441,229.7415,-655.95343,-169.41048,Sitting
839,-0.71968,-0.26043,0.80481,148.38164,-594.18585,-163.12386,Sitting
840,-0.62545,-0.45525,0.76453,162.60283,-520.21124,-165.07698,Sitting
840,-0.43868,-0.51189,0.54236,203.92363,-439.82794,-153.54134,Sitting
841,-0.15865,-0.22063,0.05677,258.0618,-277.5965,-133.5218,Sitting
841,-0.03926,0.3404,-2.45617,297.91776,56.9372,-78.52914,Sitting
842,-0.54659,1.23079,-6.46814,38.51835,209.76924,99.75455,Sitting
842,-0.81173,1.70955,-6.61096,-539.66766,132.68184,314.29312,Sitting
843,-0.32222,1.85456,-5.4801,-634.39423,-23.07989,376.42691,Sitting
843,0.31425,1.88923,-3.59362,-309.50412,-176.33916,297.20328,Sitting
844,0.46952,1.88679,-2.82946,-22.94405,-228.28008,179.52751,Sitting
844,0.20488,2.30574,-5.04553,389.8367,-192.81865,-28.84652,Sitting
845,0.80058,2.18171,-4.01672,259.89285,-443.97833,-58.20443,Sitting
845,7.3704,1.75935,-0.04211,283.81863,-820.19904,-30.55551,Sitting
845,7.9622,3.2425,-3.94836,-94.96553,674.18573,168.72429,Sitting
845,2.05815,2.00935,-6.51037,-1017.573,1687.00317,389.48843,Sitting
845,-0.70113,-0.4865,-5.14831,-1118.40308,1326.95679,343.65103,Sitting
846,-0.6484,-1.39177,-1.90686,-477.83908,1102.65259,410.05728,Sitting
846,-0.80489,-1.08733,-1.33459,8.24491,1199.27124,518.45575,Sitting
846,-1.59151,-1.06292,-0.4801,92.29033,1306.87622,543.17499,Sitting
846,-6.43111,-1.09221,1.58338,353.27664,1228.69019,604.33221,Sitting
846,-5.61763,0.45588,-0.67004,368.35233,356.86395,500.69452,Sitting
847,-2.01485,0.22444,0.98694,133.97734,-246.59062,269.61539,Sitting
847,1.24711,0.14534,2.15564,15.56913,-335.88507,56.48063,Sitting
847,2.23417,-0.04412,1.58045,-45.64913,-208.13847,-46.36361,Sitting
847,1.45585,-0.30486,1.58704,-32.89278,-90.76788,-42.27425,Sitting
847,-0.29,-0.3532,1.41687,125.79863,-289.07111,1.85416,Sitting
848,-1.26558,-0.43059,1.57996,116.21611,-504.34207,21.81266,Sitting
848,-0.5234,0.16682,0.38733,82.89091,-690.49933,-28.66342,Sitting
848,0.15092,0.18562,0.24671,47.36845,-775.21613,-96.29037,Sitting
848,1.14872,0.18855,1.07727,81.73125,-767.03741,-32.32552,Sitting
848,0.77958,0.21736,1.06458,56.15751,-574.16632,38.84147,Sitting
849,0.20317,0.20881,0.74891,-25.6296,-422.43292,78.63639,Sitting
849,-0.02901,0.07161,0.3368,-59.99239,-291.75665,41.52702,Sitting
849,-0.46895,0.07747,0.33289,-21.96749,-220.3455,-8.58285,Sitting
849,-0.73067,0.23201,0.06604,-2.55831,-155.89238,-28.05306,Sitting
850,-0.76412,0.47834,-0.33044,-29.59688,-60.0672,-48.31673,Sitting
850,-0.29122,0.23127,-1.46325,-228.81563,132.92598,-102.51595,Sitting
850,-0.34151,-0.07439,-1.02258,-250.7883,177.29854,-118.69027,Sitting
850,-0.06734,0.08674,-1.68493,-85.56612,175.04024,-90.06478,Sitting
851,0.00859,0.47517,-3.7738,-139.58223,245.1086,-107.4598,Sitting
851,-0.53121,0.5428,-4.62365,-408.99142,246.26826,-104.83529,Sitting
851,-0.33419,0.53083,-3.73767,-435.66379,17.69159,-37.51351,Sitting
851,0.40141,1.72932,-1.77136,-148.31026,-254.89142,-106.30013,Sitting
852,1.1663,1.38044,-4.53357,355.1077,-492.74542,-398.5975,Sitting
852,1.27421,0.58137,-6.56262,236.3333,-599.80109,-467.62827,Sitting
852,7.9622,0.3907,-1.59143,64.03105,-547.06671,-270.48471,Sitting
852,7.9622,3.2801,-3.62048,131.90215,433.09686,87.18131,Sitting
853,1.50981,1.94319,-3.97863,-671.19843,1396.53687,585.83856,Sitting
853,-0.39693,1.1678,-1.84704,-357.47775,1268.24097,557.33514,Sitting
853,-0.2004,0.77766,-1.86706,69.82939,1008.65839,418.29703,Sitting
853,-1.57344,-0.01604,0.42957,-40.27804,1034.47632,223.83904,Sitting
854,-4.44649,-0.67717,1.33704,-84.04024,639.88397,84.5568,Sitting
854,-2.67672,-0.52239,0.35511,-111.7502,148.48994,104.6984,Sitting
854,-1.37789,-0.62004,0.07459,-59.80929,-52.74298,98.28971,Sitting
854,-0.70089,-0.90227,1.01722,62.44413,-243.84404,37.43766,Sitting
855,0.45659,-0.52654,1.59925,207.5247,-369.02716,23.39957,Sitting
855,0.87187,0.11604,0.81702,190.98418,-341.92755,52.87955,Sitting
855,0.9478,0.44026,0.45447,154.85136,-354.43976,74.18082,Sitting
855,0.25175,0.31501,0.62732,108.95293,-334.48126,48.24088,Sitting
856,-0.48629,-0.14983,0.48206,23.38163,-378.79279,46.95914,Sitting
856,-0.09493,-0.36248,0.29676,26.55546,-433.60236,45.12809,Sitting
856,0.26616,-0.3908,0.50647,117.92509,-451.79083,13.81705,Sitting
856,0.16362,-0.25139,0.49866,232.06084,-420.84601,-8.88803,Sitting
857,-0.09883,0.01399,0.55359,299.19949,-393.62433,4.96696,Sitting
857,-0.21431,0.36848,0.49842,279.17996,-360.84845,21.62955,Sitting
857,-0.13106,0.41414,0.20936,216.31377,-315.25519,30.29655,Sitting
857,-0.20137,0.27131,-0.22546,119.38994,-238.59502,35.24039,Sitting
858,-0.4355,0.01692,-0.28479,-18.61056,-166.63457,45.43327,Sitting
858,-0.44747,0.05037,-0.53088,-136.71358,-104.867,51.78092,Sitting
858,-0.24092,0.17366,-0.65026,-186.94551,-55.18438,45.4943,Sitting
858,-0.02047,0.06721,-0.73645,-228.38838,25.99237,44.21256,Sitting
859,0.25029,-0.19182,-1.32458,-254.93869,107.65742,14.00016,Sitting
859,-0.51387,-0.00847,-6.96887,-716.48651,200.79707,-64.67416,Sitting
859,-0.01387,0.27327,-1.34802,-475.88596,-182.01543,77.72086,Sitting
859,0.73198,-0.19377,-1.60266,288.09109,-428.10919,-55.33578,Sitting
860,0.87626,-0.08196,-1.9093,503.36212,-545.05255,-193.09212,Sitting
860,1.47416,0.37361,-3.90783,579.04572,-725.1673,-450.23325,Sitting
860,2.58867,0.64631,-5.72741,394.29227,-728.89044,-551.30743,Sitting
860,4.50029,-0.27483,-3.55065,-165.58321,-313.66827,-662.57452,Sitting
861,4.63701,-0.47918,-3.2799,-160.8835,-20.57745,-541.96906,Sitting
861,4.90825,-0.08294,-2.94909,-14.64327,177.0544,-250.70932,Sitting
861,5.6956,0.93538,-4.05627,-39.66769,539.35907,325.95084,Sitting
861,4.85405,0.85481,-3.42248,-132.07491,789.48114,423.79019,Sitting
862,4.14775,1.52888,-3.06555,-159.41866,921.62225,459.61783,Sitting
862,1.97026,1.48982,-2.2821,-15.43673,1059.4397,410.7897,Sitting
862,1.0579,1.57429,-1.91125,34.49003,1100.15015,373.31412,Sitting
862,-0.40425,1.59578,-2.32189,84.53886,1269.3396,241.17302,Sitting
863,-2.17525,0.06623,-0.55896,-43.75704,1260.79468,135.15495,Sitting
863,-7.27022,-0.13933,0.58484,-116.93819,702.62811,22.97233,Sitting
863,-2.40963,-0.65398,-0.76721,-51.38644,-198.37285,-39.71078,Sitting
863,1.37431,-0.37908,0.61414,-28.37618,-396.12677,-65.71175,Sitting
864,2.15947,-0.40276,0.8534,42.36356,-199.53252,-10.10873,Sitting
864,0.75517,-0.14641,1.27478,17.27812,113.883,81.2609,Sitting
864,-0.38253,0.18293,0.85047,124.63896,105.70429,67.10075,Sitting
864,-0.63008,0.2906,0.37073,144.35332,8.47528,72.16666,Sitting
865,-0.27681,0.0821,0.40003,13.37187,-106.75909,23.39957,Sitting
865,-0.14888,-0.07048,0.5492,-31.06173,-118.2337,23.46061,Sitting
865,0.21318,-0.1093,0.72303,-47.60226,-132.76006,32.55485,Sitting
865,0.17509,-0.1928,1.59876,-37.22628,-109.81084,31.02897,Sitting
866,-0.18721,-0.13958,1.03186,72.63701,-86.19024,6.6149,Sitting
866,-0.41768,-0.18596,0.79505,85.94267,-91.07305,-16.15121,Sitting
866,-0.5649,-0.35125,0.47986,93.14482,-132.33281,-56.31234,Sitting
866,-0.49825,-0.39861,0.46155,89.84892,-153.02373,-66.81039,Sitting
867,-0.37764,-0.62249,0.20203,69.09697,-187.26445,-67.97005,Sitting
867,-0.40401,-0.33025,0.28357,50.54227,-200.26494,-50.20882,Sitting
867,-0.46602,0.12849,0.48182,16.85087,-214.30302,-11.14633,Sitting
867,-0.51754,0.30061,0.42444,-11.89669,-206.55156,3.99039,Sitting
868,-0.22383,0.50593,-0.38073,-153.62032,-221.32207,33.89762,Sitting
868,-0.19454,0.49226,-0.88293,-234.00362,-183.29716,35.91178,Sitting
868,0.30131,-0.10637,-3.91613,-379.14523,-135.01836,50.0109,Sitting
868,0.59575,0.05476,-5.27844,-421.99191,-145.02812,33.47038,Sitting
869,0.26664,-0.20647,-5.36389,-241.38887,-168.16045,-57.16683,Sitting
869,0.46733,-0.31536,-4.12609,-50.47091,-285.83624,-74.92806,Sitting
869,1.56376,-0.51677,-2.7008,313.54276,-417.00079,-125.28207,Sitting
869,1.83305,-0.08904,-2.20837,398.01541,-460.33575,-184.91341,Sitting
870,3.06718,0.91072,-3.6903,386.72391,-540.47491,-286.29282,Sitting
870,3.18632,1.20955,-2.86291,165.47148,-470.40656,-339.33237,Sitting
870,3.98393,0.75862,-3.61901,-193.1711,-204.96465,-291.4808,Sitting
870,3.5933,0.23982,-3.81457,-357.905,236.68575,-111.48812,Sitting
871,2.94633,0.15925,-3.48034,-275.2634,452.0788,92.79655,Sitting
871,2.14799,0.59456,-2.88244,-65.72969,569.4494,159.08073,Sitting
871,1.20243,0.54963,-2.16638,75.20049,620.90204,92.3693,Sitting
871,0.81889,0.16023,-1.01916,98.39384,491.50751,32.79899,Sitting
872,0.57914,0.2989,-0.234,72.20976,408.25555,-7.91146,Sitting
872,0.24907,0.23787,0.15003,11.29667,468.86346,-40.6263,Sitting
872,-1.69039,-0.05706,0.297,-36.06661,487.54022,-47.2181,Sitting
872,-2.43746,0.26374,-0.42053,-25.8127,291.67841,-101.96664,Sitting
873,-0.51802,0.36409,-0.10656,-64.81416,-2.69415,-113.38021,Sitting
873,0.24858,0.26936,0.0243,-139.09395,-20.57745,-40.26009,Sitting
873,0.34916,0.03498,0.51526,-202.63155,29.89862,14.54947,Sitting
873,0.05522,-0.06145,0.74622,-250.36105,98.44111,15.52604,Sitting
874,-0.03536,-0.22429,0.31897,-284.66281,86.53925,31.02897,Sitting
874,0.16118,-0.82976,0.51917,-146.4792,92.64277,45.3112,Sitting
874,-0.66133,-0.87542,0.56409,1.28691,112.35712,14.36637,Sitting
874,-1.38082,-0.5949,0.39539,29.85136,70.67011,-21.5223,Sitting
875,-0.65425,-0.11711,0.62098,-0.17794,-13.98565,-50.39193,Sitting
875,-0.23067,-0.01921,0.66712,8.61112,1.45624,-28.23617,Sitting
875,-0.18038,-0.13762,0.5431,16.11845,26.35859,-7.66732,Sitting
875,-0.48018,-0.21135,0.39026,17.82743,33.74384,-2.05209,Sitting
875,-0.52315,-0.21233,0.61585,40.95975,2.55487,2.40348,Sitting
876,-0.07466,0.03206,0.61487,87.95683,-40.90216,16.44156,Sitting
876,-0.37618,-0.0302,0.22669,111.45537,-53.71954,16.92985,Sitting
876,-0.49678,0.06111,-0.29187,124.7,-100.3504,5.63834,Sitting
876,-0.15621,1.44587,-2.60192,141.30156,-151.43681,-16.09017,Sitting
876,0.13847,1.19612,-2.91809,-108.94258,-327.03497,-86.64681,Sitting
877,0.67118,-0.18474,-2.77844,8.36698,-553.23126,-205.42122,Sitting
877,2.80204,0.2259,-2.53527,392.58328,-806.5882,-193.94661,Sitting
877,5.35844,1.82136,-3.51062,650.15167,-698.12872,-85.60921,Sitting
877,5.83891,2.76081,-3.91516,464.84891,-13.61944,84.43473,Sitting
878,4.26518,1.98835,-3.99743,373.54031,235.46504,206.19987,Sitting
878,2.68608,1.50569,-3.36389,225.71318,454.88641,174.94987,Sitting
878,1.36992,0.24861,-2.87097,-105.76875,511.83224,175.49919,Sitting
878,0.53862,0.28157,-1.77868,-139.7043,499.86932,99.93766,Sitting
879,0.62211,-0.17156,-0.80163,-67.3166,248.4045,42.07633,Sitting
879,-0.51216,-0.80877,0.06556,-59.74825,312.43036,91.20963,Sitting
879,-1.36373,-0.74822,0.55555,-52.11886,348.80731,125.99967,Sitting
879,-2.77413,-0.74968,1.08704,-27.46065,347.4035,119.2858,Sitting
880,-3.27706,-0.64495,0.52478,41.387,283.62177,102.62321,Sitting
880,-2.04317,-0.19426,-0.09436,86.49199,-28.14581,18.7609,Sitting
880,-0.6877,0.02278,-0.01525,121.03789,-123.36065,-1.56381,Sitting
880,0.50151,0.23469,0.31141,134.58769,-142.2205,-17.92123,Sitting
881,1.30107,0.39558,0.60901,130.2542,-98.64141,-40.26009,Sitting
881,1.49247,0.35603,0.62537,88.62822,92.58173,-87.13509,Sitting
881,0.96513,0.4532,0.45472,50.4202,210.92891,-105.44564,Sitting
881,-0.02413,0.23933,0.38416,40.65458,249.6252,-103.18734,Sitting
882,-0.2795,0.22102,0.22547,76.60429,208.18233,-107.64291,Sitting
882,-0.07491,0.54597,0.81287,81.24297,106.25361,-102.33285,Sitting
882,-0.27144,0.72566,-0.05871,-29.41378,77.0788,-70.10629,Sitting
882,-0.31295,0.5279,0.5431,-204.76778,12.38153,-54.54232,Sitting
883,0.3101,-0.79216,0.51282,-277.27756,23.12372,-26.0389,Sitting
883,-0.36495,-0.69207,0.44104,89.29961,-60.00616,-13.58773,Sitting
883,-0.50679,-0.45452,0.26624,142.15605,-136.54424,-17.12777,Sitting
883,-0.64888,-0.18157,0.14222,153.20341,-198.43388,-22.68197,Sitting
884,-0.66866,-0.06902,0.0741,146.61162,-226.38799,-31.77621,Sitting
884,-0.62618,0.003,0.00159,136.05254,-256.47833,-43.61703,Sitting
884,-0.4731,0.12703,-0.17517,124.82207,-288.21661,-67.3597,Sitting
884,-0.27925,0.10896,-0.22082,124.63896,-280.52618,-68.3973,Sitting
885,-0.12276,0.14363,-0.33166,135.01494,-224.86211,-55.15267,Sitting
885,-0.11788,0.20515,-0.5177,137.82256,-180.97783,-47.82845,Sitting
885,0.08818,-0.51799,-3.22546,83.44023,-66.29278,26.93961,Sitting
885,-0.40718,0.32039,-4.01623,-57.67306,-93.63653,88.8903,Sitting
886,0.16996,-0.35491,-3.12146,44.01151,-418.46564,113.48746,Sitting
886,1.09404,-0.59636,-2.50476,78.55742,-618.0506,-12.73324,Sitting
886,2.36503,-0.08709,-3.45446,144.8416,-833.5047,-231.48323,Sitting
