frame,aX,aY,aZ,gX,gY,gZ,label
793,0.4102,-0.56023,-0.80505,-37.40939,0.05243,-20.78988,Standing
793,0.32084,-0.51043,-0.78601,-27.03341,-3.54864,-28.41928,Standing
793,0.24369,-0.49236,-0.76965,-17.57296,-12.03253,-32.87484,Standing
793,0.2144,-0.47747,-0.74499,-1.64278,-38.15557,-35.62142,Standing
794,0.23198,-0.50066,-0.71472,9.77079,-55.06231,-37.94076,Standing
794,0.26713,-0.49138,-0.68005,19.65849,-65.19415,-38.91732,Standing
794,0.30449,-0.45916,-0.63098,23.07646,-76.11944,-36.78109,Standing
794,0.3853,-0.4821,-0.59387,23.74784,-88.57061,-33.91244,Standing
795,0.45414,-0.41521,-0.58361,28.93583,-87.89922,-35.9266,Standing
795,0.46708,-0.38933,-0.67858,38.27421,-75.75323,-47.95052,Standing
795,0.43901,-0.36809,-0.73156,56.8289,-51.82745,-64.67416,Standing
795,0.38774,-0.31951,-0.79577,60.36893,-32.05206,-77.4305,Standing
796,0.32206,-0.33782,-0.80041,63.6038,-19.78399,-90.98031,Standing
796,0.29033,-0.35466,-0.81066,65.61797,-16.61016,-96.3514,Standing
796,0.2122,-0.43816,-0.75744,66.65556,-12.45977,-105.62875,Standing
796,0.16362,-0.50652,-0.7301,66.77763,-9.46905,-113.31918,Standing
797,0.09819,-0.64128,-0.69641,73.18633,-9.28595,-131.69075,Standing
797,0.06205,-0.70159,-0.68762,78.86259,-10.56768,-143.83675,Standing
797,-0.00704,-0.8239,-0.7091,94.6707,-16.42706,-166.35872,Standing
797,-0.09493,-0.88689,-0.7196,105.10771,-25.21612,-176.55159,Standing
798,-0.15694,-0.9948,-0.75109,133.12285,-53.53643,-190.16243,Standing
798,-0.18013,-1.03215,-0.76379,151.49443,-69.52764,-192.48177,Standing
798,-0.20577,-1.02776,-0.76306,173.8333,-89.30303,-194.92317,Standing
798,-0.19185,-1.01946,-0.74621,196.84355,-113.41192,-194.618,Standing
799,-0.16451,-0.92717,-0.64196,238.22539,-162.05693,-190.46761,Standing
799,-0.15987,-0.8825,-0.58288,255.43729,-185.06718,-185.70686,Standing
799,-0.11592,-0.82756,-0.55676,268.62088,-208.19951,-178.87093,Standing
799,-0.02755,-0.79705,-0.49939,274.17508,-227.24248,-170.20393,Standing
800,0.085,-0.76897,-0.46618,277.83719,-258.37042,-158.18001,Standing
800,0.1746,-0.747,-0.47961,275.57889,-270.02814,-153.4803,Standing
800,0.29472,-0.74138,-0.47595,269.53641,-272.10333,-149.94026,Standing
800,0.41923,-0.73796,-0.52966,259.70975,-260.68976,-145.11848,Standing
801,1.04716,-0.59026,-0.7384,251.47,-176.70537,-138.40462,Standing
801,1.13383,-0.48406,-0.82043,230.71806,-114.75469,-136.57356,Standing
801,1.24467,-0.44744,-0.81872,213.9334,-85.82403,-132.17903,Standing
801,1.19365,-0.43328,-0.78405,141.91191,40.88495,-127.4183,Standing
802,0.66044,-0.50066,-0.80407,87.40752,115.22578,-117.04232,Standing
802,0.2017,-0.52996,-0.7301,58.11063,142.81367,-107.4598,Standing
802,-0.1921,-0.35784,-0.62219,41.44804,102.34736,-95.55795,Standing
802,-0.25264,-0.32219,-0.63757,25.33476,63.46796,-87.3182,Standing
803,-0.08199,-0.34417,-0.68151,-2.31417,-5.44073,-79.74984,Standing
803,0.13774,-0.35735,-0.67932,-4.93868,-51.70538,-74.43978,Standing
803,0.25444,-0.34539,-0.69689,-3.29073,-63.79034,-72.66976,Standing
803,0.34086,-0.33586,-0.6925,-1.09347,-76.24151,-69.49593,Standing
804,0.39994,-0.35906,-0.69689,-0.72725,-78.1336,-63.39241,Standing
804,0.42094,-0.35051,-0.7113,0.55448,-76.24151,-56.61752,Standing
804,0.46489,-0.38225,-0.70886,-0.17794,-76.11944,-46.24154,Standing
804,0.48539,-0.45134,-0.7091,-2.1921,-74.16631,-36.90316,Standing
805,0.48344,-0.46257,-0.72204,-2.13106,-71.11456,-33.18002,Standing
805,0.42509,-0.51531,-0.68518,-2.3752,-66.35381,-26.71029,Standing
805,0.42607,-0.55803,-0.67126,-1.82589,-65.25518,-23.41439,Standing
805,0.41191,-0.61638,-0.651,2.20243,-67.81866,-18.28744,Standing
806,0.40312,-0.65544,-0.63732,10.68632,-70.62627,-13.5267,Standing
806,0.41533,-0.63909,-0.60607,15.26396,-73.55596,-8.03353,Standing
806,0.40214,-0.6137,-0.5885,17.03398,-70.44317,-6.56869,Standing
806,0.38676,-0.63518,-0.56921,15.32499,-65.68243,-4.92074,Standing
807,0.36308,-0.65154,-0.56945,15.08085,-59.88409,-2.84554,Standing
807,0.35624,-0.65667,-0.55139,16.11845,-56.71026,0.63346,Standing
807,0.34721,-0.64714,-0.54724,17.7664,-55.7337,4.05143,Standing
807,0.40507,-0.6303,-0.52746,19.71952,-54.32989,10.9484,Standing
808,0.46318,-0.61589,-0.51916,22.64921,-47.61602,17.17399,Standing
808,0.4766,-0.62468,-0.50988,24.29716,-36.20245,18.08951,Standing
808,0.41435,-0.62029,-0.47937,26.7996,-23.81231,12.77946,Standing
808,0.30864,-0.601,-0.4906,26.37235,-13.68048,6.92008,Standing
809,0.21537,-0.66448,-0.55798,20.81816,-11.78839,-5.59213,Standing
809,0.17753,-0.77214,-0.61438,19.29228,-21.06573,-14.7474,Standing
809,0.16215,-0.86931,-0.61926,26.49442,-32.41827,-21.09506,Standing
809,0.20707,-0.90007,-0.59606,40.59354,-44.25909,-25.79476,Standing
810,0.17802,-0.91521,-0.55651,56.21854,-61.2879,-29.09066,Standing
810,0.22758,-0.87151,-0.56701,58.11063,-71.11456,-31.16586,Standing
810,0.27861,-0.87712,-0.54553,51.21366,-82.71124,-33.54623,Standing
810,0.34062,-0.92034,-0.52429,44.43876,-85.64092,-39.83285,Standing
810,0.38139,-0.91936,-0.51135,40.83768,-85.21368,-48.37777,Standing
811,0.39116,-0.97136,-0.49865,34.55106,-77.34014,-62.78206,Standing
811,0.4185,-0.99675,-0.49475,32.5369,-78.01153,-72.66976,Standing
811,0.4456,-0.98552,-0.48547,37.35868,-78.56084,-84.20541,Standing
811,0.429,-0.93303,-0.55163,41.57011,-81.24639,-94.76449,Standing
811,0.38383,-0.83855,-0.66467,46.20878,-86.49541,-108.6805,Standing
812,0.41166,-0.75457,-0.70178,44.92704,-95.10137,-121.31478,Standing
812,0.4412,-0.71941,-0.71472,32.65897,-98.51934,-130.0428,Standing
812,0.47953,-0.70745,-0.69787,20.81816,-97.29864,-135.16975,Standing
812,0.4539,-0.7614,-0.66687,9.34355,-87.10577,-136.08528,Standing
812,0.43657,-0.81023,-0.62585,9.52665,-81.73467,-133.21663,Standing
813,0.38847,-0.85881,-0.56652,16.17948,-79.41534,-128.88313,Standing
813,0.34404,-0.89836,-0.54211,26.00614,-78.49981,-126.5638,Standing
813,0.24785,-0.91887,-0.47888,39.61698,-81.4295,-123.20687,Standing
813,0.24589,-0.90618,-0.43835,48.03983,-84.17608,-119.84994,Standing
813,0.25224,-0.85735,-0.3927,57.07304,-81.91778,-119.66683,Standing
814,0.21269,-0.77849,-0.33068,60.97929,-79.47637,-123.51205,Standing
814,0.20878,-0.66082,-0.27893,51.4578,-68.49004,-125.95345,Standing
814,0.18046,-0.6696,-0.29992,38.57938,-61.40997,-121.43685,Standing
814,0.18217,-0.66765,-0.37023,29.42411,-52.80401,-112.28158,Standing
814,0.20756,-0.68108,-0.41613,28.20341,-51.82745,-108.43636,Standing
815,0.23686,-0.6762,-0.51037,33.87968,-44.68634,-104.71322,Standing
815,0.22392,-0.6613,-0.53674,38.57938,-42.06182,-103.37045,Standing
815,0.23808,-0.67229,-0.62487,43.82841,-34.43243,-99.40316,Standing
815,0.24882,-0.70134,-0.68493,43.15702,-31.80792,-96.53451,Standing
815,0.27128,-0.72698,-0.79773,42.66874,-25.88751,-89.02718,Standing
816,0.25785,-0.7116,-0.83142,44.49979,-21.85919,-85.67025,Standing
816,0.28984,-0.58928,-0.86999,47.61259,-19.60089,-82.31332,Standing
816,0.29789,-0.53728,-0.88732,44.31669,-21.1878,-80.36019,Standing
816,0.33818,-0.50066,-0.86267,36.38212,-24.91095,-77.61361,Standing
816,0.36357,-0.47307,-0.86218,26.67753,-29.61065,-73.58529,Standing
817,0.45097,-0.44426,-0.78772,8.73319,-38.21661,-65.22347,Standing
817,0.5164,-0.42913,-0.75158,2.81278,-40.23077,-60.95101,Standing
817,0.58451,-0.40252,-0.71862,-2.92452,-41.63458,-57.65511,Standing
817,0.62968,-0.36345,-0.70178,-9.08907,-41.20733,-53.01644,Standing
817,0.73637,-0.29314,-0.64172,-23.49337,-35.40899,-43.25082,Standing
818,0.7791,-0.27434,-0.59631,-33.01485,-30.28204,-39.52767,Standing
818,0.82963,-0.22136,-0.54504,-51.1423,-7.45489,-30.86068,Standing
818,0.84355,-0.19329,-0.49328,-65.79073,22.26923,-20.05746,Standing
818,0.76078,-0.13176,-0.42688,-80.19502,61.14862,5.69938,Standing
818,0.73393,-0.11272,-0.42053,-83.36885,68.77802,16.62467,Standing
819,0.70219,-0.07268,-0.3883,-89.96065,81.65644,38.96354,Standing
819,0.70561,-0.04436,-0.35925,-93.01241,87.88203,49.76676,Standing
819,0.70854,-0.01995,-0.35363,-97.89522,92.09345,61.79069,Standing
819,0.68242,-0.0136,-0.34094,-106.92842,106.31464,83.3361,Standing
819,0.60185,0.02131,-0.35803,-118.5251,132.92598,113.30436,Standing
820,0.55278,0.07063,-0.38537,-128.53487,146.71992,133.01872,Standing
820,0.51347,0.10701,-0.39343,-132.19698,154.53242,147.85027,Standing
820,0.47758,0.1241,-0.38537,-130.97627,156.0583,155.96794,Standing
820,0.42436,0.24714,-0.32141,-127.61934,165.51875,175.37712,Standing
821,0.40336,0.29329,-0.3009,-129.57246,169.91328,182.6403,Standing
821,0.34184,0.38386,-0.31701,-126.39864,175.10127,196.37321,Standing
821,0.28984,0.42122,-0.34167,-124.75069,177.78682,204.30779,Standing
821,0.24369,0.47541,-0.46814,-121.821,188.28487,214.37859,Standing
822,0.12919,0.59016,-0.78869,-132.62422,216.78828,201.74431,Standing
822,-0.01729,0.64387,-0.96447,-157.03828,223.56319,171.95915,Standing
822,-0.19112,0.57869,-1.15075,-199.09151,210.37959,132.95769,Standing
822,-0.33858,0.35188,-1.26916,-254.20627,161.91768,103.35563,Standing
823,-0.41451,0.13118,-1.51696,-276.72824,80.92402,84.5568,Standing
823,-0.36348,-0.06121,-1.75378,-275.87375,-8.8587,70.76286,Standing
823,-0.21773,-0.22454,-1.93762,-272.08957,-83.07745,55.44303,Standing
823,-0.05587,-0.42839,-1.98913,-264.46017,-138.49736,35.54557,Standing
824,0.2476,-0.54778,-1.81384,-225.27559,-201.54668,10.46012,Standing
824,0.46586,-0.56194,-1.64416,-209.52852,-225.10625,3.99039,Standing
824,0.65239,-0.61687,-1.48132,-215.20479,-231.39287,11.74186,Standing
824,0.76689,-0.65056,-1.40466,-219.59932,-223.88554,20.22574,Standing
825,0.94243,-0.72429,-1.2384,-225.94698,-206.06328,41.52702,Standing
825,1.09306,-0.79729,-1.10437,-223.62764,-164.62041,63.37761,Standing
825,1.12455,-0.85027,-1.07385,-210.44405,-110.23809,82.96989,Standing
825,1.08378,-0.90349,-1.05212,-187.37276,-51.27813,98.22868,Standing
826,0.97734,-0.92058,-1.09606,-159.17451,6.03388,108.54362,Standing
826,0.85868,-0.93059,-1.14782,-124.14034,53.09198,113.91471,Standing
826,0.72343,-0.91619,-1.15759,-83.61299,91.3,113.48746,Standing
826,0.54887,-0.83074,-1.16735,-38.87423,121.6955,108.66569,Standing
827,0.39067,-0.72722,-1.14782,0.00517,138.29707,102.80631,Standing
827,0.20976,-0.50847,-1.13952,41.14286,143.36299,96.7028,Standing
827,0.11088,-0.40007,-1.11657,53.533,138.35811,92.3693,Standing
827,0.06035,-0.31243,-1.12512,58.72099,124.01484,90.59928,Standing
828,0.06279,-0.22795,-1.10607,57.37821,105.8874,89.86686,Standing
828,0.11528,-0.08196,-1.06286,50.48124,75.36982,81.13883,Standing
828,0.17143,-0.04558,-1.01379,43.52323,56.57099,70.39664,Standing
828,0.24076,0.00349,-1.00549,35.52763,40.2746,55.93131,Standing
829,0.32109,0.01643,-0.96521,31.86552,24.71064,40.91666,Standing
829,0.41484,0.05623,-0.89685,28.8748,16.77607,17.23502,Standing
829,0.46171,0.03279,-0.84631,24.17509,16.16571,1.9152,Standing
829,0.49492,0.03596,-0.81897,19.53642,18.85126,-8.09457,Standing
830,0.53325,0.00544,-0.77233,12.15116,26.84687,-9.80355,Standing
830,0.53935,0.00618,-0.69128,3.48417,33.6828,-9.07113,Standing
830,0.51591,-0.04143,-0.56945,-14.94845,50.46747,-2.96761,Standing
830,0.49247,-0.03923,-0.55212,-31.00069,63.16279,2.0983,Standing
831,0.47783,-0.07585,-0.55847,-48.27364,78.23847,5.27213,Standing
831,0.41215,-0.12566,-0.56457,-62.06759,94.41279,7.83561,Standing
831,0.3184,-0.21526,-0.62658,-71.10078,104.17841,18.82194,Standing
831,0.26713,-0.27019,-0.61828,-73.96944,101.85908,31.21207,Standing
832,0.24638,-0.34392,-0.59875,-73.9084,94.04658,44.51774,Standing
832,0.24662,-0.39763,-0.5802,-69.94112,82.99921,55.19889,Standing
832,0.24589,-0.43718,-0.57238,-58.28341,62.30829,68.44352,Standing
832,0.24223,-0.41472,-0.5592,-46.19845,42.3498,73.99772,Standing
833,0.27421,-0.38738,-0.55505,-36.43282,30.32587,72.65495,Standing
833,0.33036,-0.31414,-0.55578,-27.64376,18.48505,68.07731,Standing
833,0.36064,-0.27044,-0.54064,-22.94405,6.03388,62.03483,Standing
833,0.40922,-0.25627,-0.55017,-20.44161,-6.23419,54.5275,Standing
834,0.44389,-0.24944,-0.53918,-18.54952,-10.0794,49.33952,Standing
834,0.46806,-0.2387,-0.53552,-16.7795,-14.35186,44.82291,Standing
834,0.51005,-0.20305,-0.52722,-10.12667,-25.82647,34.2028,Standing
834,0.54057,-0.20549,-0.53723,-6.03731,-28.69513,27.54996,Standing
835,0.55131,-0.2033,-0.56091,0.92069,-31.68585,19.73746,Standing
835,0.57133,-0.19402,-0.59314,14.77567,-30.09893,4.66178,Standing
835,0.55449,-0.17839,-0.61291,21.36747,-29.48858,-2.05209,Standing
835,0.54521,-0.17766,-0.61755,26.92167,-29.85479,-6.26351,Standing
836,0.51445,-0.2199,-0.63684,36.56522,-33.57794,-10.29183,Standing
836,0.49199,-0.24944,-0.63562,39.55595,-34.43243,-10.59701,Standing
836,0.49052,-0.26067,-0.66223,44.43876,-35.83624,-10.53597,Standing
836,0.44731,-0.26213,-0.63342,49.0164,-40.90216,-6.38558,Standing
837,0.43193,-0.26311,-0.62951,49.38261,-45.72393,-3.39486,Standing
837,0.42851,-0.24334,-0.61755,42.66874,-53.59747,5.2111,Standing
837,0.42802,-0.247,-0.6195,28.69169,-58.84649,8.75113,Standing
837,0.43266,-0.25798,-0.66174,18.07157,-55.79473,6.79801,Standing
838,0.41215,-0.27434,-0.69738,14.89775,-54.14679,3.44108,Standing
838,0.39677,-0.29851,-0.71594,15.20292,-54.63507,1.42692,Standing
838,0.37504,-0.33928,-0.75036,20.39091,-58.60235,2.0983,Standing
838,0.39433,-0.36663,-0.77551,24.84648,-63.5462,3.44108,Standing
839,0.40702,-0.42034,-0.77356,35.46659,-72.70147,6.79801,Standing
839,0.45195,-0.43035,-0.76818,41.99735,-78.19463,8.99528,Standing
839,0.48539,-0.45208,-0.76599,48.83329,-82.58916,9.84977,Standing
839,0.51274,-0.47307,-0.75158,54.26542,-82.89434,11.92496,Standing
840,0.65971,-0.41814,-0.66149,65.86211,-76.0584,13.32877,Standing
840,0.64457,-0.40691,-0.60705,67.08281,-59.09063,10.9484,Standing
840,0.59257,-0.3532,-0.59314,67.57109,-41.02423,8.26285,Standing
840,0.50419,-0.2946,-0.60241,62.68827,-30.0379,5.82145,Standing
840,0.42118,-0.24309,-0.62707,52.80058,-29.73272,3.56315,Standing
841,0.4041,-0.16082,-0.71496,36.19901,-29.91583,-1.86898,Standing
841,0.3936,-0.04827,-0.78381,6.04765,-36.01934,-11.2684,Standing
841,0.39994,-0.01555,-0.82727,-8.17354,-43.34356,-18.28744,Standing
841,0.42387,-0.00066,-0.83361,-12.07979,-52.55987,-27.62582,Standing
841,0.44853,0.02009,-0.81433,-9.76046,-57.62579,-33.48519,Standing
842,0.47392,0.06257,-0.75134,-6.64767,-63.36309,-44.28841,Standing
842,0.46757,0.0384,-0.64489,-3.10763,-62.93584,-49.53744,Standing
842,0.46952,-0.02581,-0.52014,6.16972,-57.50372,-47.27914,Standing
842,0.40654,-0.15252,-0.57434,43.52323,-44.86944,-40.4432,Standing
842,0.38578,-0.18767,-0.70593,77.15361,-40.84112,-29.82308,Standing
843,0.32255,-0.21672,-0.82702,88.99443,-35.53106,3.1359,Standing
843,0.32524,-0.24114,-0.8319,97.47832,-48.40948,31.27311,Standing
843,0.37577,-0.28557,-0.79699,102.17802,-71.23663,61.05827,Standing
843,0.47368,-0.32,-0.76306,104.25322,-88.3875,87.05924,Standing
843,0.62089,-0.34539,-0.7467,104.92461,-95.34551,114.46403,Standing
844,0.62602,-0.31804,-0.81115,101.01836,-81.12432,120.07926,Standing
844,0.58549,-0.25432,-0.88635,89.54375,-60.31134,124.29069,Standing
844,0.49492,-0.19353,-0.89904,67.57109,-39.19317,133.69011,Standing
844,0.42997,0.00032,-0.97595,39.25077,-23.50714,147.78923,Standing
844,0.35917,0.05623,-0.9569,5.25419,-15.20636,156.7614,Standing
845,0.31035,0.03132,-0.93005,-39.66769,-2.69415,167.99187,Standing
845,0.27739,-0.03142,-0.94519,-76.53291,5.24042,176.10954,Standing
845,0.26274,-0.04485,-1.02746,-97.59004,20.133,179.77165,Standing
845,0.28373,-0.01995,-1.08117,-108.14912,36.49042,178.48991,Standing
846,0.29521,0.03254,-1.1383,-117.12129,64.20039,173.36296,Standing
846,0.25297,0.07063,-1.1444,-125.42207,92.94794,165.73357,Standing
846,0.15995,0.03083,-1.14587,-130.73213,115.77509,158.04314,Standing
846,0.00615,-0.13689,-1.23425,-133.72285,130.3625,152.48894,Standing
847,-0.07369,-0.20354,-1.3822,-128.65694,128.1042,148.03337,Standing
847,-0.12984,-0.19353,-1.53161,-117.97578,116.01923,138.81706,Standing
847,-0.2087,-0.13713,-1.61242,-107.53877,99.78388,120.26237,Standing
847,-0.30172,-0.06804,-1.64782,-111.07881,52.96991,85.10612,Standing
848,-0.36251,-0.06414,-1.4718,-110.83467,10.42841,61.05827,Standing
848,-0.2773,-0.07,-1.23181,-105.58565,-43.52667,46.77604,Standing
848,-0.09566,-0.09075,-1.08215,-102.35078,-84.54229,43.41911,Standing
848,0.10893,-0.17278,-0.96228,-104.30391,-112.49639,48.11881,Standing
849,0.21708,-0.21965,-0.9049,-108.02705,-118.78301,60.69205,Standing
849,0.2664,-0.2824,-0.8529,-107.59981,-120.492,80.71159,Standing
849,0.33451,-0.35051,-0.78674,-105.09737,-115.73125,104.08805,Standing
849,0.3831,-0.46648,-0.77722,-100.51973,-95.71172,143.21159,Standing
881,0.50981,-0.53679,-0.45544,-85.74922,-48.9588,76.92741,Walking
881,0.56498,-0.52996,-0.30773,-59.62618,-30.89239,103.23356,Walking
881,0.60844,-0.47771,-0.17981,-49.00607,-11.72735,117.33268,Walking
881,0.62187,-0.37688,-0.11828,-43.02462,26.9079,121.97135,Walking
881,0.56425,-0.32219,-0.14831,-42.71944,81.53437,113.48746,Walking
882,0.30839,-0.23259,-0.27551,-26.23995,164.60323,91.69791,Walking
882,0.14286,-0.22307,-0.52087,-14.76534,200.00362,84.3737,Walking
882,0.0037,-0.23333,-0.8468,2.38554,212.08858,85.83854,Walking
882,-0.14595,-0.24919,-1.18884,22.09989,197.62325,93.95621,Walking
883,-0.25362,-0.27825,-1.51086,24.72441,169.73018,109.76432,Walking
883,-0.37398,-0.34172,-1.65661,13.86015,103.20185,128.07487,Walking
883,-0.37813,-0.21428,-1.48474,15.20292,36.24628,126.79313,Walking
883,-0.20845,-0.09392,-1.08532,9.09941,-29.54962,97.98454,Walking
884,-0.01265,-0.11711,-1.05773,26.67753,-75.26495,39.87907,Walking
884,0.05912,-0.43352,-1.41516,38.51835,-95.89483,-5.04281,Walking
884,0.10649,-0.61736,-1.34558,26.73857,-102.05938,-0.77035,Walking
884,0.16655,-0.76897,-1.29309,43.27909,-106.57598,3.74625,Walking
885,0.17021,-0.92327,-1.25842,68.12041,-101.93731,7.40836,Walking
885,0.20195,-1.07659,-1.24279,100.28593,-105.47735,36.70524,Walking
885,0.29936,-1.13713,-1.17224,108.95293,-98.33624,60.0817,Walking
